cohort,ticker,cik,finra_symbols_observed,first_observed_settlement_date,last_observed_settlement_date,observed_settlement_dates,expected_settlement_dates,symbol_date_coverage,time_valid_cik_linked_dates,time_valid_cik_link_coverage,link_sources,link_status
INDEPENDENT_ELIGIBLE_388,MAA,0000912595,MAA,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MAR,0001048286,MAR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MAS,0000062996,MAS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MCHP,0000827054,MCHP,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MCK,0000927653,MCK,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MCO,0001059556,MCO,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MDLZ,0001103982,MDLZ,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MDT,0001613103,MDT,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MET,0001099219,MET,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MGM,0000789570,MGM,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MKC,0000063754,MKC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MLM,0000916076,MLM,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MMM,0000066740,MMM,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MNST,0000865752,MNST,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MO,0000764180,MO,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MOS,0001285785,MOS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MPC,0001510295,MPC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MPWR,0001280452,MPWR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MRSH,0000062709,MRSH,2026-01-15,2026-06-30,12,122,0.09836065573770492,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MRVL,0001835632,MRVL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MS,0000895421,MS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MSCI,0001408198,MSCI,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MSI,0000068505,MSI,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MTB,0000036270,MTB,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MTD,0001037646,MTD,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,MU,0000723125,MU,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,NDAQ,0001120193,NDAQ,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,NDSN,0000072331,NDSN,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,NI,0001111711,NI,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,NOC,0001133421,NOC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,NRG,0001013871,NRG,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,NSC,0000702165,NSC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,NTAP,0001002047,NTAP,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,NTRS,0000073124,NTRS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,NUE,0000073309,NUE,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,NVR,0000906163,NVR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,NXPI,0001413447,NXPI,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,O,0000726728,O,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ODFL,0000878927,ODFL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,OKE,0001039684,OKE,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,OMC,0000029989,OMC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ON,0001097864,ON,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ORLY,0000898173,ORLY,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,OXY,0000797468,OXY,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PAYX,0000723531,PAYX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PCAR,0000075362,PCAR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PCG,0001004980,PCG,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PEG,0000788784,PEG,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PFE,0000078003,PFE,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PFG,0001126328,PFG,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PGR,0000080661,PGR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PH,0000076334,PH,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PHM,0000822416,PHM,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PKG,0000075677,PKG,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PM,0001413329,PM,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PNC,0000713676,PNC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PNR,0000077360,PNR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PNW,0000764622,PNW,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PODD,0001145197,PODD,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PPG,0000079879,PPG,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PPL,0000922224,PPL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PRU,0001137774,PRU,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PSA,0001393311,PSA,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PSKY,0002041610,PSKY,2025-08-15,2026-06-30,22,122,0.18032786885245902,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PTC,0000857005,PTC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,PWR,0001050915,PWR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,QCOM,0000804328,QCOM,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,RCL,0000884887,RCL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,REG,0000910606,REG,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,REGN,0000872589,REGN,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,RF,0001281761,RF,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,RJF,0000720005,RJF,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,RL,0001037038,RL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,RMD,0000943819,RMD,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ROK,0001024478,ROK,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ROL,0000084839,ROL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ROP,0000882835,ROP,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ROST,0000745732,ROST,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,RSG,0001060391,RSG,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,RTX,0000101829,RTX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,RVTY,0000031791,RVTY,2023-05-31,2026-06-30,75,122,0.6147540983606558,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,SBAC,0001034054,SBAC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,SBUX,0000829224,SBUX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,SCHW,0000316709,SCHW,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,SJM,0000091419,SJM,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,SMCI,0001375365,SMCI,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,SNA,0000091440,SNA,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,SNPS,0000883241,SNPS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,SPG,0001063761,SPG,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,SPGI,0000064040,SPGI,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,SRE,0001032208,SRE,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,STE,0001757898,STE,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,STLD,0001022671,STLD,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,STT,0000093751,STT,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,STX,0001137789,STX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,STZ,0000016918,STZ,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,SW,0002005951,SW,2024-07-15,2026-06-30,48,122,0.39344262295081966,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,SWK,0000093556,SWK,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,SWKS,0000004127,SWKS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,SYK,0000310764,SYK,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,SYY,0000096021,SYY,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,T,0000732717,T,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TAP,0000024545,TAP,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TDG,0001260221,TDG,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TDY,0001094285,TDY,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TECH,0000842023,TECH,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TEL,0001385157,TEL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TER,0000097210,TER,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TFC,0000092230,TFC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TGT,0000027419,TGT,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TJX,0000109198,TJX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TKO,0001973266,TKO,2023-09-15,2026-06-30,68,122,0.5573770491803278,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TMO,0000097745,TMO,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TPL,0001811074,TPL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TPR,0001116132,TPR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TRGP,0001389170,TRGP,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TRMB,0000864749,TRMB,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TROW,0001113169,TROW,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TRV,0000086312,TRV,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TSCO,0000916365,TSCO,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TSN,0000100493,TSN,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TT,0001466258,TT,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TTWO,0000946581,TTWO,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TXN,0000097476,TXN,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TXT,0000217346,TXT,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,TYL,0000860731,TYL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,UAL,0000100517,UAL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,UDR,0000074208,UDR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,UHS,0000352915,UHS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ULTA,0001403568,ULTA,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,UPS,0001090727,UPS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,URI,0001067701,URI,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,USB,0000036104,USB,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,VLO,0001035002,VLO,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,VMC,0001396009,VMC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,VRSK,0001442145,VRSK,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,VRSN,0001014473,VRSN,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,VRTX,0000875320,VRTX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,VTR,0000740260,VTR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
