event_id,cik,canonical_symbol_at_filing,identity_status,accession_number,form,filing_date,accepted_at,matched_items,filing_index_url,primary_document_url
SEC8K-0000891618-06-000405,0000319201,,UNMAPPED,0000891618-06-000405,8-K/A,2006-10-04,2006-10-04T21:22:40.000Z,4.02,https://www.sec.gov/Archives/edgar/data/319201/000089161806000405/0000891618-06-000405-index.html,https://www.sec.gov/Archives/edgar/data/319201/000089161806000405/f23957a1e8vkza.htm
SEC8K-0001299933-06-006510,0000202058,,UNMAPPED,0001299933-06-006510,8-K,2006-10-11,2006-10-10T21:37:34.000Z,2.06,https://www.sec.gov/Archives/edgar/data/202058/000129993306006510/0001299933-06-006510-index.html,https://www.sec.gov/Archives/edgar/data/202058/000129993306006510/htm_15462.htm
SEC8K-0001299933-06-006761,0000077476,,UNMAPPED,0001299933-06-006761,8-K,2006-10-20,2006-10-20T21:05:09.000Z,2.05,https://www.sec.gov/Archives/edgar/data/77476/000129993306006761/0001299933-06-006761-index.html,https://www.sec.gov/Archives/edgar/data/77476/000129993306006761/htm_15691.htm
SEC8K-0000891020-06-000291,0001048695,,UNMAPPED,0000891020-06-000291,8-K,2006-10-25,2006-10-25T20:17:39.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1048695/000089102006000291/0000891020-06-000291-index.html,https://www.sec.gov/Archives/edgar/data/1048695/000089102006000291/v24410e8vk.htm
SEC8K-0001031296-06-000252,0001031296,,UNMAPPED,0001031296-06-000252,8-K,2006-11-02,2006-11-02T21:08:38.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1031296/000103129606000252/0001031296-06-000252-index.html,https://www.sec.gov/Archives/edgar/data/1031296/000103129606000252/main8_k.htm
SEC8K-0001193125-06-223958,0001045810,,UNMAPPED,0001193125-06-223958,8-K,2006-11-06,2006-11-03T23:26:45.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1045810/000119312506223958/0001193125-06-223958-index.html,https://www.sec.gov/Archives/edgar/data/1045810/000119312506223958/d8k.htm
SEC8K-0001193125-06-235076,0000898293,,UNMAPPED,0001193125-06-235076,8-K,2006-11-14,2006-11-14T22:11:31.000Z,4.02,https://www.sec.gov/Archives/edgar/data/898293/000119312506235076/0001193125-06-235076-index.html,https://www.sec.gov/Archives/edgar/data/898293/000119312506235076/d8k.htm
SEC8K-0001193125-06-240200,0001014473,,UNMAPPED,0001193125-06-240200,8-K,2006-11-21,2006-11-21T21:40:22.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1014473/000119312506240200/0001193125-06-240200-index.html,https://www.sec.gov/Archives/edgar/data/1014473/000119312506240200/d8k.htm
SEC8K-0001104659-06-079501,0001099800,,UNMAPPED,0001104659-06-079501,8-K,2006-12-05,2006-12-05T21:09:26.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/1099800/000110465906079501/0001104659-06-079501-index.html,https://www.sec.gov/Archives/edgar/data/1099800/000110465906079501/a06-25031_18k.htm
SEC8K-0000753308-06-000113,0000753308,,UNMAPPED,0000753308-06-000113,8-K,2006-12-15,2006-12-15T22:18:38.000Z,2.06,https://www.sec.gov/Archives/edgar/data/753308/000075330806000113/0000753308-06-000113-index.html,https://www.sec.gov/Archives/edgar/data/753308/000075330806000113/form8k121506.htm
SEC8K-0000897101-07-000052,0000040704,,UNMAPPED,0000897101-07-000052,8-K,2007-01-05,2007-01-05T22:23:12.000Z,4.02,https://www.sec.gov/Archives/edgar/data/40704/000089710107000052/0000897101-07-000052-index.html,https://www.sec.gov/Archives/edgar/data/40704/000089710107000052/genmills070068_8k.htm
SEC8K-0001104659-07-006509,0000875320,,UNMAPPED,0001104659-07-006509,8-K,2007-02-01,2007-02-01T21:45:23.000Z,2.04,https://www.sec.gov/Archives/edgar/data/875320/000110465907006509/0001104659-07-006509-index.html,https://www.sec.gov/Archives/edgar/data/875320/000110465907006509/a07-3181_18k.htm
SEC8K-0000047217-07-000055,0000047217,,UNMAPPED,0000047217-07-000055,8-K,2007-02-20,2007-02-20T21:13:39.000Z,2.05,https://www.sec.gov/Archives/edgar/data/47217/000004721707000055/0000047217-07-000055-index.html,https://www.sec.gov/Archives/edgar/data/47217/000004721707000055/form8-k_q107.htm
SEC8K-0000047111-07-000047,0000047111,,UNMAPPED,0000047111-07-000047,8-K,2007-02-20,2007-02-20T22:09:26.000Z,2.05,https://www.sec.gov/Archives/edgar/data/47111/000004711107000047/0000047111-07-000047-index.html,https://www.sec.gov/Archives/edgar/data/47111/000004711107000047/f8k_02202007.htm
SEC8K-0001091667-07-000026,0001091667,,UNMAPPED,0001091667-07-000026,8-K,2007-03-12,2007-03-09T23:24:38.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1091667/000109166707000026/0001091667-07-000026-index.html,https://www.sec.gov/Archives/edgar/data/1091667/000109166707000026/body.htm
SEC8K-0001193125-07-056512,0000882184,,UNMAPPED,0001193125-07-056512,8-K,2007-03-16,2007-03-16T14:07:18.000Z,2.04,https://www.sec.gov/Archives/edgar/data/882184/000119312507056512/0001193125-07-056512-index.html,https://www.sec.gov/Archives/edgar/data/882184/000119312507056512/d8k.htm
SEC8K-0001193125-07-067474,0000898293,,UNMAPPED,0001193125-07-067474,8-K/A,2007-03-28,2007-03-28T21:29:24.000Z,2.05,https://www.sec.gov/Archives/edgar/data/898293/000119312507067474/0001193125-07-067474-index.html,https://www.sec.gov/Archives/edgar/data/898293/000119312507067474/d8ka.htm
SEC8K-0001193125-07-067475,0000898293,,UNMAPPED,0001193125-07-067475,8-K,2007-03-28,2007-03-28T21:30:38.000Z,4.02,https://www.sec.gov/Archives/edgar/data/898293/000119312507067475/0001193125-07-067475-index.html,https://www.sec.gov/Archives/edgar/data/898293/000119312507067475/d8k.htm
SEC8K-0001193125-07-085777,0000063908,,UNMAPPED,0001193125-07-085777,8-K,2007-04-20,2007-04-20T11:56:13.000Z,2.06,https://www.sec.gov/Archives/edgar/data/63908/000119312507085777/0001193125-07-085777-index.html,https://www.sec.gov/Archives/edgar/data/63908/000119312507085777/d8k.htm
SEC8K-0001193125-07-101469,0001341439,,UNMAPPED,0001193125-07-101469,8-K,2007-05-03,2007-05-03T21:01:33.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1341439/000119312507101469/0001193125-07-101469-index.html,https://www.sec.gov/Archives/edgar/data/1341439/000119312507101469/d8k.htm
SEC8K-0001193125-07-103509,0000940944,,UNMAPPED,0001193125-07-103509,8-K,2007-05-07,2007-05-07T10:10:34.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/940944/000119312507103509/0001193125-07-103509-index.html,https://www.sec.gov/Archives/edgar/data/940944/000119312507103509/d8k.htm
SEC8K-0000950129-07-002289,0000096021,,UNMAPPED,0000950129-07-002289,8-K,2007-05-07,2007-05-07T12:15:48.000Z,4.02,https://www.sec.gov/Archives/edgar/data/96021/000095012907002289/0000950129-07-002289-index.html,https://www.sec.gov/Archives/edgar/data/96021/000095012907002289/h46325e8vk.htm
SEC8K-0001193125-07-106073,0001014473,,UNMAPPED,0001193125-07-106073,8-K,2007-05-08,2007-05-08T20:23:06.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/1014473/000119312507106073/0001193125-07-106073-index.html,https://www.sec.gov/Archives/edgar/data/1014473/000119312507106073/d8k.htm
SEC8K-0000097745-07-000078,0000097745,,UNMAPPED,0000097745-07-000078,8-K,2007-06-01,2007-06-01T17:49:19.000Z,2.06,https://www.sec.gov/Archives/edgar/data/97745/000009774507000078/0000097745-07-000078-index.html,https://www.sec.gov/Archives/edgar/data/97745/000009774507000078/form8k_060107.htm
SEC8K-0001193125-07-131054,0000715957,,UNMAPPED,0001193125-07-131054,8-K,2007-06-07,2007-06-06T22:53:33.000Z,2.05,https://www.sec.gov/Archives/edgar/data/715957/000119312507131054/0001193125-07-131054-index.html,https://www.sec.gov/Archives/edgar/data/715957/000119312507131054/d8k.htm
SEC8K-0001104659-07-047272,0000833444,,UNMAPPED,0001104659-07-047272,8-K,2007-06-13,2007-06-13T00:29:49.000Z,2.06,https://www.sec.gov/Archives/edgar/data/833444/000110465907047272/0001104659-07-047272-index.html,https://www.sec.gov/Archives/edgar/data/833444/000110465907047272/a07-14043_38k.htm
SEC8K-0001047469-07-004966,0001385157,,UNMAPPED,0001047469-07-004966,8-K,2007-06-13,2007-06-13T00:30:06.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1385157/000104746907004966/0001047469-07-004966-index.html,https://www.sec.gov/Archives/edgar/data/1385157/000104746907004966/a2178428z8-k.htm
SEC8K-0000950129-07-003123,0001163165,,UNMAPPED,0000950129-07-003123,8-K,2007-06-27,2007-06-27T00:36:29.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1163165/000095012907003123/0000950129-07-003123-index.html,https://www.sec.gov/Archives/edgar/data/1163165/000095012907003123/h47735e8vk.htm
SEC8K-0001193125-07-144284,0000898293,,UNMAPPED,0001193125-07-144284,8-K/A,2007-06-27,2007-06-27T20:36:36.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/898293/000119312507144284/0001193125-07-144284-index.html,https://www.sec.gov/Archives/edgar/data/898293/000119312507144284/d8ka.htm
SEC8K-0000950137-07-009733,0000068505,,UNMAPPED,0000950137-07-009733,8-K,2007-07-05,2007-07-05T20:18:40.000Z,2.05,https://www.sec.gov/Archives/edgar/data/68505/000095013707009733/0000950137-07-009733-index.html,https://www.sec.gov/Archives/edgar/data/68505/000095013707009733/c16549e8vk.htm
SEC8K-0001193125-07-150688,0001164727,,UNMAPPED,0001193125-07-150688,8-K,2007-07-06,2007-07-06T15:09:19.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/1164727/000119312507150688/0001193125-07-150688-index.html,https://www.sec.gov/Archives/edgar/data/1164727/000119312507150688/d8k.htm
SEC8K-0000715957-07-000031,0000715957,,UNMAPPED,0000715957-07-000031,8-K,2007-07-09,2007-07-09T20:12:21.000Z,2.06,https://www.sec.gov/Archives/edgar/data/715957/000071595707000031/0000715957-07-000031-index.html,https://www.sec.gov/Archives/edgar/data/715957/000071595707000031/dri_dresdenimpairment.htm
SEC8K-0001193125-07-183978,0000318154,,UNMAPPED,0001193125-07-183978,8-K,2007-08-15,2007-08-15T21:09:30.000Z,2.05,https://www.sec.gov/Archives/edgar/data/318154/000119312507183978/0001193125-07-183978-index.html,https://www.sec.gov/Archives/edgar/data/318154/000119312507183978/d8k.htm
SEC8K-0000897101-07-001826,0000040704,,UNMAPPED,0000897101-07-001826,8-K,2007-08-28,2007-08-28T17:25:35.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/40704/000089710107001826/0000897101-07-001826-index.html,https://www.sec.gov/Archives/edgar/data/40704/000089710107001826/genmills073516_8k.htm
SEC8K-0000950134-07-019776,0001069202,,UNMAPPED,0000950134-07-019776,8-K,2007-09-10,2007-09-10T19:30:28.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1069202/000095013407019776/0000950134-07-019776-index.html,https://www.sec.gov/Archives/edgar/data/1069202/000095013407019776/d49805e8vk.htm
SEC8K-0001104659-07-068082,0000910521,,UNMAPPED,0001104659-07-068082,8-K,2007-09-10,2007-09-10T20:09:42.000Z,4.02,https://www.sec.gov/Archives/edgar/data/910521/000110465907068082/0001104659-07-068082-index.html,https://www.sec.gov/Archives/edgar/data/910521/000110465907068082/a07-23624_18k.htm
SEC8K-0000891618-07-000579,0001065088,,UNMAPPED,0000891618-07-000579,8-K,2007-10-01,2007-10-01T12:40:55.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1065088/000089161807000579/0000891618-07-000579-index.html,https://www.sec.gov/Archives/edgar/data/1065088/000089161807000579/f34172e8vk.htm
SEC8K-0000723125-07-000086,0000723125,,UNMAPPED,0000723125-07-000086,8-K,2007-10-02,2007-10-02T20:04:44.000Z,2.05,https://www.sec.gov/Archives/edgar/data/723125/000072312507000086/0000723125-07-000086-index.html,https://www.sec.gov/Archives/edgar/data/723125/000072312507000086/filing8-k.htm
SEC8K-0001193125-07-211951,0000898293,,UNMAPPED,0001193125-07-211951,8-K/A,2007-10-02,2007-10-02T20:53:03.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/898293/000119312507211951/0001193125-07-211951-index.html,https://www.sec.gov/Archives/edgar/data/898293/000119312507211951/d8ka.htm
SEC8K-0000950137-07-015031,0000068505,,UNMAPPED,0000950137-07-015031,8-K,2007-10-03,2007-10-03T19:34:31.000Z,2.05,https://www.sec.gov/Archives/edgar/data/68505/000095013707015031/0000950137-07-015031-index.html,https://www.sec.gov/Archives/edgar/data/68505/000095013707015031/c19031e8vk.htm
SEC8K-0001035704-07-000693,0000866374,,UNMAPPED,0001035704-07-000693,8-K,2007-10-05,2007-10-05T21:14:27.000Z,2.04,https://www.sec.gov/Archives/edgar/data/866374/000103570407000693/0001035704-07-000693-index.html,https://www.sec.gov/Archives/edgar/data/866374/000103570407000693/d50380e8vk.htm
SEC8K-0000950134-07-021100,0001069202,,UNMAPPED,0000950134-07-021100,8-K,2007-10-10,2007-10-10T13:28:43.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1069202/000095013407021100/0000950134-07-021100-index.html,https://www.sec.gov/Archives/edgar/data/1069202/000095013407021100/d50406e8vk.htm
SEC8K-0000950134-07-021165,0001316835,,UNMAPPED,0000950134-07-021165,8-K,2007-10-11,2007-10-11T10:02:04.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1316835/000095013407021165/0000950134-07-021165-index.html,https://www.sec.gov/Archives/edgar/data/1316835/000095013407021165/d50440e8vk.htm
SEC8K-0001193125-07-232534,0000712515,,UNMAPPED,0001193125-07-232534,8-K,2007-11-01,2007-11-01T20:23:40.000Z,2.05,https://www.sec.gov/Archives/edgar/data/712515/000119312507232534/0001193125-07-232534-index.html,https://www.sec.gov/Archives/edgar/data/712515/000119312507232534/d8k.htm
SEC8K-0000016918-07-000091,0000016918,,UNMAPPED,0000016918-07-000091,8-K,2007-11-14,2007-11-14T00:49:17.000Z,2.05,https://www.sec.gov/Archives/edgar/data/16918/000001691807000091/0000016918-07-000091-index.html,https://www.sec.gov/Archives/edgar/data/16918/000001691807000091/form8k-111307.htm
SEC8K-0000200406-07-000139,0000200406,,UNMAPPED,0000200406-07-000139,8-K,2007-11-29,2007-11-29T22:18:07.000Z,2.06,https://www.sec.gov/Archives/edgar/data/200406/000020040607000139/0000200406-07-000139-index.html,https://www.sec.gov/Archives/edgar/data/200406/000020040607000139/novtwentynine.txt
SEC8K-0000200406-07-000142,0000200406,,UNMAPPED,0000200406-07-000142,8-K/A,2007-11-30,2007-11-29T23:00:14.000Z,2.06,https://www.sec.gov/Archives/edgar/data/200406/000020040607000142/0000200406-07-000142-index.html,https://www.sec.gov/Archives/edgar/data/200406/000020040607000142/eightknovtwentynine.txt
SEC8K-0001104659-07-086940,0000072903,,UNMAPPED,0001104659-07-086940,8-K,2007-12-05,2007-12-05T11:02:26.000Z,4.02,https://www.sec.gov/Archives/edgar/data/72903/000110465907086940/0001104659-07-086940-index.html,https://www.sec.gov/Archives/edgar/data/72903/000110465907086940/a07-30728_18k.htm
SEC8K-0001193125-07-263283,0000002488,,UNMAPPED,0001193125-07-263283,8-K,2007-12-12,2007-12-12T01:29:05.000Z,2.06,https://www.sec.gov/Archives/edgar/data/2488/000119312507263283/0001193125-07-263283-index.html,https://www.sec.gov/Archives/edgar/data/2488/000119312507263283/d8k.htm
SEC8K-0001071739-07-000055,0001071739,,UNMAPPED,0001071739-07-000055,8-K,2007-12-12,2007-12-12T21:09:03.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1071739/000107173907000055/0001071739-07-000055-index.html,https://www.sec.gov/Archives/edgar/data/1071739/000107173907000055/form8k.htm
SEC8K-0000723125-07-000134,0000723125,,UNMAPPED,0000723125-07-000134,8-K,2007-12-20,2007-12-20T21:01:39.000Z,2.05,https://www.sec.gov/Archives/edgar/data/723125/000072312507000134/0000723125-07-000134-index.html,https://www.sec.gov/Archives/edgar/data/723125/000072312507000134/q1_8-k.htm
SEC8K-0001193125-07-269469,0001137789,,UNMAPPED,0001193125-07-269469,8-K,2007-12-21,2007-12-21T02:35:36.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1137789/000119312507269469/0001193125-07-269469-index.html,https://www.sec.gov/Archives/edgar/data/1137789/000119312507269469/d8k.htm
SEC8K-0000950137-08-000104,0000068505,,UNMAPPED,0000950137-08-000104,8-K,2008-01-04,2008-01-04T22:23:42.000Z,2.05,https://www.sec.gov/Archives/edgar/data/68505/000095013708000104/0000950137-08-000104-index.html,https://www.sec.gov/Archives/edgar/data/68505/000095013708000104/c22693e8vk.htm
SEC8K-0001193125-08-002520,0001059556,,UNMAPPED,0001193125-08-002520,8-K,2008-01-07,2008-01-07T22:17:59.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1059556/000119312508002520/0001193125-08-002520-index.html,https://www.sec.gov/Archives/edgar/data/1059556/000119312508002520/d8k.htm
SEC8K-0001144204-08-001083,0000016918,,UNMAPPED,0001144204-08-001083,8-K,2008-01-08,2008-01-08T14:20:37.000Z,2.05,https://www.sec.gov/Archives/edgar/data/16918/000114420408001083/0001144204-08-001083-index.html,https://www.sec.gov/Archives/edgar/data/16918/000114420408001083/v098957_8k.htm
SEC8K-0001193125-08-008090,0000002488,,UNMAPPED,0001193125-08-008090,8-K/A,2008-01-17,2008-01-17T21:42:34.000Z,2.06,https://www.sec.gov/Archives/edgar/data/2488/000119312508008090/0001193125-08-008090-index.html,https://www.sec.gov/Archives/edgar/data/2488/000119312508008090/d8ka.htm
SEC8K-0001047469-08-002116,0001144519,,UNMAPPED,0001047469-08-002116,8-K,2008-03-03,2008-03-03T06:42:21.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1144519/000104746908002116/0001047469-08-002116-index.html,https://www.sec.gov/Archives/edgar/data/1144519/000104746908002116/a2183297z8-k.htm
SEC8K-0001299933-08-001365,0000059478,,UNMAPPED,0001299933-08-001365,8-K,2008-03-13,2008-03-13T15:27:51.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/59478/000129993308001365/0001299933-08-001365-index.html,https://www.sec.gov/Archives/edgar/data/59478/000129993308001365/htm_26085.htm
SEC8K-0001193125-08-058715,0001097864,,UNMAPPED,0001193125-08-058715,8-K,2008-03-17,2008-03-17T19:07:29.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1097864/000119312508058715/0001193125-08-058715-index.html,https://www.sec.gov/Archives/edgar/data/1097864/000119312508058715/d8k.htm
SEC8K-0001299933-08-001545,0000106040,,UNMAPPED,0001299933-08-001545,8-K,2008-03-21,2008-03-21T01:16:12.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/106040/000129993308001545/0001299933-08-001545-index.html,https://www.sec.gov/Archives/edgar/data/106040/000129993308001545/htm_26263.htm
SEC8K-0001104659-08-019271,0001090872,,UNMAPPED,0001104659-08-019271,8-K,2008-03-24,2008-03-24T20:50:53.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1090872/000110465908019271/0001104659-08-019271-index.html,https://www.sec.gov/Archives/edgar/data/1090872/000110465908019271/a08-8736_28k.htm
SEC8K-0000050863-08-000115,0000050863,,UNMAPPED,0000050863-08-000115,8-K,2008-03-31,2008-03-31T08:53:48.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/50863/000005086308000115/0000050863-08-000115-index.html,https://www.sec.gov/Archives/edgar/data/50863/000005086308000115/form8k33008.htm
SEC8K-0000723125-08-000020,0000723125,,UNMAPPED,0000723125-08-000020,8-K,2008-04-02,2008-04-02T20:03:58.000Z,2.05,https://www.sec.gov/Archives/edgar/data/723125/000072312508000020/0000723125-08-000020-index.html,https://www.sec.gov/Archives/edgar/data/723125/000072312508000020/q2_8-k.htm
SEC8K-0001381197-08-000004,0001381197,,UNMAPPED,0001381197-08-000004,8-K,2008-04-03,2008-04-02T21:35:33.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1381197/000138119708000004/0001381197-08-000004-index.html,https://www.sec.gov/Archives/edgar/data/1381197/000138119708000004/ibkr-8k040208b.htm
SEC8K-0000950137-08-005055,0000068505,,UNMAPPED,0000950137-08-005055,8-K,2008-04-03,2008-04-03T20:28:45.000Z,2.05,https://www.sec.gov/Archives/edgar/data/68505/000095013708005055/0000950137-08-005055-index.html,https://www.sec.gov/Archives/edgar/data/68505/000095013708005055/c25433e8vk.htm
SEC8K-0000950123-08-003864,0000310158,,UNMAPPED,0000950123-08-003864,8-K,2008-04-04,2008-04-04T21:27:59.000Z,2.05,https://www.sec.gov/Archives/edgar/data/310158/000095012308003864/0000950123-08-003864-index.html,https://www.sec.gov/Archives/edgar/data/310158/000095012308003864/y53319e8vk.htm
