sample_id,stratum,first_event_amendment,accession_number,manager_cik,manager_name,report_period,filing_date,conservative_availability_date,submission_type,amendment_type,amendment_operation,amendment_usable,ticker,issuer_cik,cusip,expected_issuer_names,expected_class_titles,expected_reported_value,expected_reported_shares,expected_investment_discretions,expected_voting_sole,expected_voting_shared,expected_voting_none,source_url,source_sha256,source_bytes,acceptance_datetime,exact_availability_date,validation_status,mismatch_fields,validation_error
13FSR-0092,INITIAL_SNAPSHOT__E1_2013_2016,false,0001144204-16-132694,0000936939,HOLLAND CAPITAL MANAGEMENT LLC,2016-09-30,2016-11-09,2016-11-10,13F-HR,,INITIAL_SNAPSHOT,1,WAT,0001000697,941848103,Waters Corporation,COM,2686,16950,SOLE,0,0,16950,https://www.sec.gov/Archives/edgar/data/936939/000114420416132694/0001144204-16-132694.txt,0310dcfe16a6b3fe3f146708b48c04b7b197c68ddf6c0cae3d2db0b8b1d1f1df,39737,2016-11-09T13:38:54Z,2016-11-10,VALID,,
13FSR-0093,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E1_2013_2016,false,0001162044-15-000469,0001446114,"Ancora Advisors, LLC",2015-03-31,2015-05-15,2015-05-18,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,PH,0000076334,701094104,PARKER HANNIFIN CORP COM,COM,1141,0,SOLE,9610,0,0,https://www.sec.gov/Archives/edgar/data/1446114/000116204415000469/0001162044-15-000469.txt,52fff2f9ea3cd813ad21bed8415da0f37504cf5724a47b436f9511f03419871f,231164,2015-05-15T11:41:53Z,2015-05-18,VALID,,
13FSR-0094,INITIAL_SNAPSHOT__E4_2023_2026,false,0001162044-25-000134,0001133742,BERKSHIRE CAPITAL HOLDINGS INC,2024-12-31,2025-02-11,2025-02-12,13F-HR,,INITIAL_SNAPSHOT,1,LLY,0000059478,532457108,Eli Lilly and Company,LLY,7720,10,SOLE,10,0,0,https://www.sec.gov/Archives/edgar/data/1133742/000116204425000134/0001162044-25-000134.txt,ead556f0de9a140e0637c846610a2cbb8dc4a46a67ebc609e875dacf829a4b1e,47310,2025-02-11T10:26:50Z,2025-02-12,VALID,,
13FSR-0095,ADD_NEW_HOLDINGS_FROM_AVAILABILITY__E1_2013_2016,false,0001164691-13-000142,0000105692,"WHV Investment Management, Inc.",2013-09-30,2013-11-14,2013-11-15,13F-HR/A,NEW HOLDINGS,ADD_NEW_HOLDINGS_FROM_AVAILABILITY,1,PM,0001413329,718172109,PHILIP MORRIS INTL INC,COM,3492,40331,SOLE,34282,0,6049,https://www.sec.gov/Archives/edgar/data/105692/000116469113000142/0001164691-13-000142.txt,3ed11b39b6c3c15219441e7598bbc235239a10320bd136b4ef51e4f964fc54bd,112587,2013-11-14T16:11:30Z,2013-11-15,VALID,,
13FSR-0096,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E1_2013_2016,false,0001164691-15-000132,0001453072,"Alyeska Investment Group, L.P.",2015-06-30,2015-08-14,2015-08-17,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,HPQ,0000047217,428236103,HEWLETT PACKARD CO,COM,89722,2989753,SOLE,2989753,0,0,https://www.sec.gov/Archives/edgar/data/1453072/000116469115000132/0001164691-15-000132.txt,4c370cee4e2238863a058ff3bfc291d603a059ad09d0d89e23fb8b4019215e6f,193759,2015-08-14T09:47:40Z,2015-08-17,VALID,,
13FSR-0097,INITIAL_SNAPSHOT__E1_2013_2016,false,0001172661-14-000169,0001105871,AGRAN LIBBIE,2013-12-31,2014-01-27,2014-01-28,13F-HR,,INITIAL_SNAPSHOT,1,BLK,0002012383,09247X101,BLACKROCK INC,COM,6099,19272,SOLE,19272,0,0,https://www.sec.gov/Archives/edgar/data/1105871/000117266114000169/0001172661-14-000169.txt,cb7a52a9eeb26c2fdcbeaae78f7af9fa934ed85cd157abd3aa5517fe7d201d4e,56853,2014-01-27T12:02:55Z,2014-01-28,VALID,,
13FSR-0098,INITIAL_SNAPSHOT__E1_2013_2016,false,0001172661-14-001388,0001452929,Conatus Capital Management LP,2014-06-30,2014-08-14,2014-08-15,13F-HR,,INITIAL_SNAPSHOT,1,HUM,0000049071,444859102,HUMANA INC,COM,149273,1168755,SOLE,1168755,0,0,https://www.sec.gov/Archives/edgar/data/1452929/000117266114001388/0001172661-14-001388.txt,1e5cb9f449326a17e75ec199d6566378eb448a8da25b855290215c5b310e5e9c,13181,2014-08-14T07:07:24Z,2014-08-15,VALID,,
13FSR-0099,INITIAL_SNAPSHOT__E1_2013_2016,false,0001172661-15-001065,0001424177,Birch Hill Investment Advisors LLC,2015-03-31,2015-05-14,2015-05-15,13F-HR,,INITIAL_SNAPSHOT,1,GILD,0000882095,375558103,GILEAD SCIENCES INC,COM,334,3406,SOLE,3406,0,0,https://www.sec.gov/Archives/edgar/data/1424177/000117266115001065/0001172661-15-001065.txt,b9d8095f46a7fe8cb6c2ae028ce09fa324f25266c1c80288f14d3346eb3af0d1,84054,2015-05-14T12:32:00Z,2015-05-15,VALID,,
13FSR-0100,ADD_NEW_HOLDINGS_FROM_AVAILABILITY__E1_2013_2016,false,0001172661-16-003457,0001167365,HIGHLAND CAPITAL MANAGEMENT LP,2016-03-31,2016-05-19,2016-05-20,13F-HR/A,NEW HOLDINGS,ADD_NEW_HOLDINGS_FROM_AVAILABILITY,1,SPGI,0000064040,580645109,MCGRAW HILL FINL INC,COM,10823,109350,DFND,109350,0,0,https://www.sec.gov/Archives/edgar/data/1167365/000117266116003457/0001172661-16-003457.txt,b4978e6a139d75c56e9a62927126c3efa5d25a981933c3ec7b1b52df9e6405f1,5390,2016-05-19T06:21:38Z,2016-05-20,VALID,,
13FSR-0101,INITIAL_SNAPSHOT__E2_2017_2020,false,0001172661-17-000541,0001624049,Marlowe Partners LP,2016-12-31,2017-02-13,2017-02-14,13F-HR,,INITIAL_SNAPSHOT,1,EBAY,0001065088,278642103,EBAY INC,COM,5522,186000,SOLE,186000,0,0,https://www.sec.gov/Archives/edgar/data/1624049/000117266117000541/0001172661-17-000541.txt,f63f4642af418fad1e272468b84a3983e263f3eba3630a70127b66800e8cf853,9111,2017-02-13T16:04:34Z,2017-02-14,VALID,,
13FSR-0102,INITIAL_SNAPSHOT__E2_2017_2020,false,0001172661-17-000579,0001282550,CRITERION CAPITAL MANAGEMENT LLC,2016-12-31,2017-02-14,2017-02-15,13F-HR,,INITIAL_SNAPSHOT,1,MSI,0000068505,620076307,MOTOROLA SOLUTIONS INC,COM NEW,20116,242684,SOLE,242684,0,0,https://www.sec.gov/Archives/edgar/data/1282550/000117266117000579/0001172661-17-000579.txt,64991eea5c41a262bf18466a3785be1f4fb716b0820253da119ca403ba2df5f0,18918,2017-02-14T06:33:11Z,2017-02-15,VALID,,
13FSR-0103,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E2_2017_2020,false,0001172661-18-001086,0001469026,"HMI Capital, LLC",2018-03-31,2018-05-14,2018-05-15,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,ADSK,0000769397,052769106,AUTODESK INC,COM,85296,679220,SOLE,679220,0,0,https://www.sec.gov/Archives/edgar/data/1469026/000117266118001086/0001172661-18-001086.txt,981f8f5f594494b45df4992ee383f4d5f53f2a58a32f7837507ce4b671004f60,7964,2018-05-14T16:26:05Z,2018-05-15,VALID,,
13FSR-0104,INITIAL_SNAPSHOT__E2_2017_2020,false,0001172661-18-002033,0001429895,Jabre Capital Partners S.A.,2018-09-30,2018-11-14,2018-11-15,13F-HR,,INITIAL_SNAPSHOT,1,UNP,0000100885,907818108,UNION PAC CORP,COM,230,1412,SOLE,1412,0,0,https://www.sec.gov/Archives/edgar/data/1429895/000117266118002033/0001172661-18-002033.txt,88c13b18ed2bc9dde040f4ad6117efd5e6d0696288b1c82a66336887e0db4250,64057,2018-11-14T09:09:58Z,2018-11-15,VALID,,
13FSR-0105,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E2_2017_2020,false,0001172661-18-002213,0001536520,"Land & Buildings Investment Management, LLC",2018-09-30,2018-11-15,2018-11-16,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,MAR,0001048286,571903202,MARRIOTT INTL INC NEW,CL A,24280,183900,SOLE,183900,0,0,https://www.sec.gov/Archives/edgar/data/1536520/000117266118002213/0001172661-18-002213.txt,1525c6295e2e1ebf7bbd62936c3ebefa786522274cbf89efecdc90e83b4dd676,10072,2018-11-14T17:47:37Z,2018-11-15,VALID,,
13FSR-0106,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E3_2021_2022,false,0001172661-21-001413,0001426196,"CAPSTONE INVESTMENT ADVISORS, LLC",2019-12-31,2021-06-21,2021-06-22,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,AMT,0001053507,03027X100,AMERICAN TOWER CORP NEW,COM,37,160,SOLE,160,0,0,https://www.sec.gov/Archives/edgar/data/1426196/000117266121001413/0001172661-21-001413.txt,ae416a8654be6808f1a1c4e2107d3749959c3e109d425e16e7115adc9e6aed3d,656235,2021-06-21T11:07:42Z,2021-06-22,VALID,,
13FSR-0107,INITIAL_SNAPSHOT__E3_2021_2022,false,0001172661-22-000283,0000919489,ALLEN HOLDING INC /NY,2021-12-31,2022-02-10,2022-02-11,13F-HR,,INITIAL_SNAPSHOT,1,PFE,0000078003,717081103,PFIZER INC,COM,17715,300000,DFND,300000,0,0,https://www.sec.gov/Archives/edgar/data/919489/000117266122000283/0001172661-22-000283.txt,df48b9b4ebca731f1afd5d30baca47e4a00244890b68f1e4fa55af30f654ee0f,12193,2022-02-10T11:00:38Z,2022-02-11,VALID,,
13FSR-0108,INITIAL_SNAPSHOT__E4_2023_2026,false,0001172661-23-000176,0001929070,"Joule Financial, LLC",2022-12-31,2023-01-13,2023-01-17,13F-HR,,INITIAL_SNAPSHOT,1,CVX,0000093410,166764100,CHEVRON CORP NEW,COM,382134,2129,SOLE,2129,0,0,https://www.sec.gov/Archives/edgar/data/1929070/000117266123000176/0001172661-23-000176.txt,0d643dcd5a979622cc8920768b9a22e22548a5575ff9c83e040bfb28c973dfc2,49093,2023-01-13T14:54:02Z,2023-01-17,VALID,,
13FSR-0109,INITIAL_SNAPSHOT__E4_2023_2026,false,0001172661-23-002142,0001335325,HighVista Strategies LLC,2023-03-31,2023-05-15,2023-05-16,13F-HR,,INITIAL_SNAPSHOT,1,CRM,0001108524,79466L302,SALESFORCE INC,COM,1120766,5610,SOLE,5610,0,0,https://www.sec.gov/Archives/edgar/data/1335325/000117266123002142/0001172661-23-002142.txt,6849e16877925680de5955c210cad8689181b8233c04403af162cb93e4d74844,56551,2023-05-15T09:34:02Z,2023-05-16,VALID,,
13FSR-0110,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E4_2023_2026,false,0001206774-23-000960,0000928047,"MANUFACTURERS LIFE INSURANCE COMPANY, THE",2022-03-31,2023-08-11,2023-08-14,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,LII,0001069202,526107107,LENNOX INTL INC,COM,7472267,28978,DFND,28978,0,0,https://www.sec.gov/Archives/edgar/data/928047/000120677423000960/0001206774-23-000960.txt,bfed12a24692d7bb4c834eb4ac24a3fb5fb754797de0bc1389d774a359a32b98,1541438,2023-08-11T11:50:45Z,2023-08-14,VALID,,
13FSR-0111,INITIAL_SNAPSHOT__E1_2013_2016,false,0001209286-15-000242,0001584801,"YCG, LLC",2015-03-31,2015-05-07,2015-05-08,13F-HR,,INITIAL_SNAPSHOT,1,SYY,0000096021,871829107,Sysco Corporation,COM,550,14570,SOLE,14570,0,0,https://www.sec.gov/Archives/edgar/data/1584801/000120928615000242/0001209286-15-000242.txt,3787fdc3afb37217d00334e6a6c95b9d9beee3e808d8a34fff427f54e72c1394,30081,2015-05-07T17:22:26Z,2015-05-08,VALID,,
13FSR-0112,INITIAL_SNAPSHOT__E4_2023_2026,false,0001214659-24-008911,0001641296,Intrepid Financial Planning Group LLC,2024-03-31,2024-05-13,2024-05-14,13F-HR,,INITIAL_SNAPSHOT,1,CRM,0001108524,79466L302,SALESFORCE INC,COM,285519,948,SOLE,948,0,0,https://www.sec.gov/Archives/edgar/data/1641296/000121465924008911/0001214659-24-008911.txt,65f0ff696e39fc5a2a832c7d030bc13d55c2cb397b661e594396ac55426bffe4,62649,2024-05-13T15:44:05Z,2024-05-14,VALID,,
13FSR-0113,INITIAL_SNAPSHOT__E2_2017_2020,false,0001221073-20-000098,0001631639,"Barry Investment Advisors, LLC",2020-03-31,2020-05-13,2020-05-14,13F-HR,,INITIAL_SNAPSHOT,1,BRK-B,0001067983,084670108,BERKSHIRE HATHAWAY INC DEL,CL A,272,1,OTR,0,0,1,https://www.sec.gov/Archives/edgar/data/1631639/000122107320000098/0001221073-20-000098.txt,40ff4d83f87f9d7d832664ab143643219a8270d35c51f4df7093cdea550eccfe,34627,2020-05-13T10:41:29Z,2020-05-14,VALID,,
13FSR-0114,INITIAL_SNAPSHOT__E4_2023_2026,false,0001278573-25-000006,0001278573,Destination Wealth Management,2025-03-31,2025-05-15,2025-05-16,13F-HR,,INITIAL_SNAPSHOT,1,WFC,0000072971,949746101,WELLS FARGO CO NEW,COM,343571,4786,SOLE,4680,0,106,https://www.sec.gov/Archives/edgar/data/1278573/000127857325000006/0001278573-25-000006.txt,109fe045e5a8b459cb6da462f5d31f428c0aaa912ecd9e2e03935fea89db2115,124576,2025-05-15T13:51:39Z,2025-05-16,VALID,,
13FSR-0115,INITIAL_SNAPSHOT__E2_2017_2020,false,0001315863-20-000200,0001565854,"Zimmer Partners, LP",2019-12-31,2020-02-14,2020-02-18,13F-HR,,INITIAL_SNAPSHOT,1,TMUS,0001283699,872590104,T MOBILE US INC,COM,47052,600000,SOLE,600000,0,0,https://www.sec.gov/Archives/edgar/data/1565854/000131586320000200/0001315863-20-000200.txt,04651b058a7ad3c0a8a4e279bed4bd62dcc760fc03f60f46e24f394eaca60bc4,36591,2020-02-14T16:26:26Z,2020-02-18,VALID,,
13FSR-0116,INITIAL_SNAPSHOT__E2_2017_2020,false,0001317947-17-000001,0001317947,"Bain Capital Credit, LP",2016-12-31,2017-02-14,2017-02-15,13F-HR,,INITIAL_SNAPSHOT,1,HAL,0000045012,406216101,HALLIBURTON CO,COM,2970,54900,OTR,0,0,54900,https://www.sec.gov/Archives/edgar/data/1317947/000131794717000001/0001317947-17-000001.txt,e30a5102abb8f5cd34f54bd7654b75c48b4c5c3a3fd99d6d6f58f82cdf83c1fd,11890,2017-02-14T09:30:18Z,2017-02-15,VALID,,
13FSR-0117,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E2_2017_2020,false,0001353394-17-000004,0001353394,Gladstone Capital Management LLP,2017-06-30,2017-07-05,2017-07-06,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,BKNG,0001075531,741503403,Priceline Group Inc/The,Common Stock,17694048,9600,SOLE,0,0,0,https://www.sec.gov/Archives/edgar/data/1353394/000135339417000004/0001353394-17-000004.txt,c6c4a6aba7f0281dc36fc4774e72a7b60251959c81c9ab633e9f042a315daa14,10268,2017-07-05T12:25:56Z,2017-07-06,VALID,,
13FSR-0118,ADD_NEW_HOLDINGS_FROM_AVAILABILITY__E2_2017_2020,true,0001374170-17-000026,0001374170,NORGES BANK,2016-06-30,2017-08-09,2017-08-10,13F-HR/A,NEW HOLDINGS,ADD_NEW_HOLDINGS_FROM_AVAILABILITY,1,NDAQ,0001120193,631103108,NASDAQ INC,COM,100791,1558548,SOLE,1558548,0,0,https://www.sec.gov/Archives/edgar/data/1374170/000137417017000026/0001374170-17-000026.txt,8765d1efd9e26dac66d408cb3f87936d0246f29630ec823595a9cec8548226ea,928884,2017-08-09T08:44:39Z,2017-08-10,VALID,,
13FSR-0119,INITIAL_SNAPSHOT__E2_2017_2020,false,0001376474-20-000108,0000314169,"TERRIL BROTHERS, INC.",2020-03-31,2020-05-12,2020-05-13,13F-HR,,INITIAL_SNAPSHOT,1,IP,0000051434,460146103,INTL PAPER CO,COM,8872,285000,SOLE,285000,0,0,https://www.sec.gov/Archives/edgar/data/314169/000137647420000108/0001376474-20-000108.txt,afcf627cb16d129b52a2eae2a1e26d5caa0063af50d3e2c3bdf9ca28312ecbfc,26932,2020-05-12T16:46:21Z,2020-05-13,VALID,,
13FSR-0120,INITIAL_SNAPSHOT__E4_2023_2026,false,0001376474-25-000062,0001862428,"Union Heritage Capital, LLC",2024-09-30,2025-01-10,2025-01-13,13F-HR,,INITIAL_SNAPSHOT,1,LMT,0000936468,539830109,LOCKHEED MARTIN CORP,COM,6213288,10629,SOLE,10629,0,0,https://www.sec.gov/Archives/edgar/data/1862428/000137647425000062/0001376474-25-000062.txt,4372072e013e782510fa62194626dc730e8c161ad2d45891104976b621e235ef,28156,2025-01-10T15:11:54Z,2025-01-13,VALID,,
13FSR-0121,INITIAL_SNAPSHOT__E1_2013_2016,false,0001381055-14-000003,0001381055,Penbrook Management LLC,2013-12-31,2014-03-25,2014-03-26,13F-HR,,INITIAL_SNAPSHOT,1,SNPS,0000883241,871607107,SYNOPSYS INC,COM,1690,41650,SOLE,0,0,41650,https://www.sec.gov/Archives/edgar/data/1381055/000138105514000003/0001381055-14-000003.txt,f70d08ae10b0877e9bca68b2b86813fb7fe132f0ea1f33018f844207c9234925,76751,2014-03-25T10:39:30Z,2014-03-26,VALID,,
13FSR-0122,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E1_2013_2016,false,0001381859-14-000007,0001381859,Friedberg Investment Management,2014-09-30,2014-10-29,2014-10-30,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,IDXX,0000874716,45168D104,IDEXX Labs,COM,2886,24495,SOLE,6320,0,18175,https://www.sec.gov/Archives/edgar/data/1381859/000138185914000007/0001381859-14-000007.txt,2d890aae58f41dc929a3577c9b54c79e934124a3edce642ef5ace7b0087fc703,59982,2014-10-29T09:16:19Z,2014-10-30,VALID,,
13FSR-0123,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E1_2013_2016,false,0001395067-14-000009,0001395067,Marquette Asset Management Inc.,2014-06-30,2014-08-20,2014-08-21,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,JCI,0000833444,H89128104,Tyco International Ltd,Common Stock,281,6172,SOLE,640,0,5532,https://www.sec.gov/Archives/edgar/data/1395067/000139506714000009/0001395067-14-000009.txt,087db2bd500285af0b46a70c161f4195ec52ba3ab3301362aa8f507b38338f1c,43350,2014-08-20T14:59:51Z,2014-08-21,VALID,,
13FSR-0124,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E2_2017_2020,false,0001398344-19-009581,0001597200,PECAUT & CO.,2019-03-31,2019-05-28,2019-05-29,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,ACN,0001467373,G1151C101,ACCENTURE PLC IRELAND,SHS CLASS A,357,2026,SOLE,0,0,2026,https://www.sec.gov/Archives/edgar/data/1597200/000139834419009581/0001398344-19-009581.txt,0c7087c6c0efa462f483b873fcd80166fc7fa17e0c8d3dafa17b4de226bfd27d,35415,2019-05-28T17:07:08Z,2019-05-29,VALID,,
13FSR-0125,INITIAL_SNAPSHOT__E2_2017_2020,false,0001398344-20-001185,0000915287,MCKINLEY CAPITAL MANAGEMENT LLC /DELAWARE,2019-12-31,2020-01-23,2020-01-24,13F-HR,,INITIAL_SNAPSHOT,1,INTU,0000896878,461202103,INTUIT,COM,1697,6478,SOLE,1071,0,5407,https://www.sec.gov/Archives/edgar/data/915287/000139834420001185/0001398344-20-001185.txt,91268f2c075b59c0d46c0a3723de43cb132fcd8f20ef0953fa25b0f82ef0a08c,89592,2020-01-23T17:19:55Z,2020-01-24,VALID,,
13FSR-0126,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E3_2021_2022,false,0001398344-21-021729,0001730145,"Voss Capital, LLC",2021-09-30,2021-11-18,2021-11-19,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,EQT,0000033213,26884L109,EQT CORP,COM,4578,225000,OTR|SOLE,125000,0,100000,https://www.sec.gov/Archives/edgar/data/1730145/000139834421021729/0001398344-21-021729.txt,8f103fd92f217d5cafea3b9e2f8d63e81b23e207f8ce4feb95cfea6e6026f208,32255,2021-11-17T19:11:44Z,2021-11-18,VALID,,
13FSR-0127,INITIAL_SNAPSHOT__E3_2021_2022,false,0001398739-21-000005,0001398739,Employees Retirement System of Texas,2021-03-31,2021-05-14,2021-05-17,13F-HR,,INITIAL_SNAPSHOT,1,ABT,0000001800,002824100,ABBOTT LABS,COM,41656,347600,SOLE,347600,0,0,https://www.sec.gov/Archives/edgar/data/1398739/000139873921000005/0001398739-21-000005.txt,a1761e070d5ef83e06e5bf7763397cab4734874db56636a5af4d8c15f055fa3d,396845,2021-05-13T18:02:52Z,2021-05-14,VALID,,
13FSR-0128,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E1_2013_2016,false,0001420506-16-001018,0001171592,HAHN CAPITAL MANAGEMENT LLC,2016-03-31,2016-05-16,2016-05-17,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,CBRE,0001138118,12504L109,CBRE Group,COM,43478601,1508626,SOLE,43478601,0,0,https://www.sec.gov/Archives/edgar/data/1171592/000142050616001018/0001420506-16-001018.txt,0d654ab3966065b2e0b4ebc0c869ee6dedc45bda6dbe08adb2f332488f7f6903,16926,2016-05-16T11:09:18Z,2016-05-17,VALID,,
13FSR-0129,INITIAL_SNAPSHOT__E4_2023_2026,false,0001420506-23-001622,0001659380,"Sender Co & Partners, Inc.",2023-06-30,2023-08-14,2023-08-15,13F-HR,,INITIAL_SNAPSHOT,1,BA,0000012927,097023105,BOEING CO,COM,924458,4378,SOLE,4378,0,0,https://www.sec.gov/Archives/edgar/data/1659380/000142050623001622/0001420506-23-001622.txt,22f6e21a345eff436e5a88c4c26c9272dbebdc5aba9184ea160962f6a018899f,10873,2023-08-14T12:07:15Z,2023-08-15,VALID,,
13FSR-0130,INITIAL_SNAPSHOT__E4_2023_2026,false,0001437749-26-003628,0001317253,"Minneapolis Portfolio Management Group, LLC",2025-12-31,2026-02-10,2026-02-11,13F-HR,,INITIAL_SNAPSHOT,1,HON,0000773840,438516106,Honeywell Intl Inc,COM,263372,1350,SOLE,1350,0,0,https://www.sec.gov/Archives/edgar/data/1317253/000143774926003628/0001437749-26-003628.txt,74756ab4a59a55323acd1900de275e54decd7446edf70bf683186ba62ef6ea17,16343,2026-02-10T15:20:15Z,2026-02-11,VALID,,
13FSR-0131,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E3_2021_2022,false,0001445893-21-000007,0001445893,CTC LLC,2021-06-30,2021-11-16,2021-11-17,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,META,0001326801,30303M102,FACEBOOK INC,COM,44044,126671,SOLE,126671,0,0,https://www.sec.gov/Archives/edgar/data/1445893/000144589321000007/0001445893-21-000007.txt,a02112247aa95c270e342bf1d298e38b7a5f099357563df5b1dcb3f7985ec440,60656,2021-11-16T15:03:54Z,2021-11-17,VALID,,
13FSR-0132,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E1_2013_2016,false,0001446114-16-000021,0001446114,"Ancora Advisors, LLC",2015-12-31,2016-02-12,2016-02-16,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,ETN,0001551182,G29183103,EATON CORP PLC,COM,883,16966,SOLE,16966,0,0,https://www.sec.gov/Archives/edgar/data/1446114/000144611416000021/0001446114-16-000021.txt,45173ce22b4e49086fd2a86b4260edc568e6d5d325935fb442bcf7fbcd5df11d,230417,2016-02-12T08:49:51Z,2016-02-16,VALID,,
13FSR-0133,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E3_2021_2022,false,0001447946-21-000004,0001447946,"CQS (US), LLC",2021-03-31,2021-05-10,2021-05-11,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,WBD,0001437107,25470F302,DISCOVERY INC,COM SER C,58239,1578735,DFND,0,1578735,0,https://www.sec.gov/Archives/edgar/data/1447946/000144794621000004/0001447946-21-000004.txt,7d0e5ef9c6d13c58ecae6154877eeb1e28bc6ff8e01e941e2f6264d98e95fa61,74025,2021-05-10T10:12:17Z,2021-05-11,VALID,,
13FSR-0134,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E3_2021_2022,false,0001447946-22-000010,0001447946,"CQS (US), LLC",2022-06-30,2022-08-15,2022-08-16,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,CCL,0000815097,14365C103,CARNIVAL PLC,ADR,1577,206563,DFND,0,206563,0,https://www.sec.gov/Archives/edgar/data/1447946/000144794622000010/0001447946-22-000010.txt,cbd7b11417ebbbde2e69af82f3c89a46bd64341cc9d908eae750ede017a2ac3e,58045,2022-08-15T15:32:17Z,2022-08-16,VALID,,
13FSR-0135,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E1_2013_2016,false,0001449689-14-000006,0001449689,"VSR Financial Services, Inc.",2013-12-31,2014-02-07,2014-02-10,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,OKE,0001039684,682680103,ONEOK INC NEW,COM,376,6041,SOLE,0,0,6041,https://www.sec.gov/Archives/edgar/data/1449689/000144968914000006/0001449689-14-000006.txt,163e58656f05b48a137160a440393fa4a1eacd1459f5f52c4e9464baa48c5e64,264730,2014-02-07T10:57:05Z,2014-02-10,VALID,,
13FSR-0136,INITIAL_SNAPSHOT__E2_2017_2020,false,0001455290-20-000003,0001455290,Shelter Ins Retirement Plan,2020-06-30,2020-07-24,2020-07-27,13F-HR,,INITIAL_SNAPSHOT,1,STZ,0000016918,21036P108,CONSTELLATION BRANDS,CL A,927,5300,SOLE,0,0,5300,https://www.sec.gov/Archives/edgar/data/1455290/000145529020000003/0001455290-20-000003.txt,db7d2ca8ed16998a3a800234c24b1e879e26c641d374cd048e8e2b6f6e0161dc,7750,2020-07-24T11:54:39Z,2020-07-27,VALID,,
13FSR-0137,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E2_2017_2020,false,0001455468-20-000002,0001455468,Dean Capital Management,2019-12-31,2020-02-13,2020-02-14,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,MAS,0000062996,574599106,Masco Corp,CS,722,15053,DFND,15053,0,0,https://www.sec.gov/Archives/edgar/data/1455468/000145546820000002/0001455468-20-000002.txt,bb538cdd4d8780793501a51bc932fb4a9cac6bec499d8b48a02ab231d8a35098,64154,2020-02-13T10:46:40Z,2020-02-14,VALID,,
13FSR-0138,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E3_2021_2022,false,0001455845-22-000003,0001455845,"LS Investment Advisors, LLC",2022-06-30,2022-10-28,2022-10-31,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,INTC,0000050863,458140100,INTEL CORP,COM,2322,62049,SOLE,44983,0,17066,https://www.sec.gov/Archives/edgar/data/1455845/000145584522000003/0001455845-22-000003.txt,2a5bb6e70cace2109fe8e6c3fcc58f8463b63cb81af691cfccc507bfd8cba969,62388,2022-10-28T13:05:50Z,2022-10-31,VALID,,
