ticker,security_structure_class,price_role,universe_roles,company,cik,gics_sector_current,gics_sub_industry_current,current_semiconductor_cohort,gics_point_in_time,research_eligibility
HIG,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Hartford (The),874766.0,Financials,Property & Casualty Insurance,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HII,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Huntington Ingalls Industries,1501585.0,Industrials,Aerospace & Defense,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HLT,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Hilton Worldwide,1585689.0,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HON,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Honeywell Technologies,773840.0,Industrials,Industrial Conglomerates,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HONA,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Honeywell Aerospace,2089271.0,Industrials,Aerospace & Defense,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HOOD,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Robinhood Markets,1783879.0,Financials,Investment Banking & Brokerage,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HPE,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Hewlett Packard Enterprise,1645590.0,Information Technology,"Technology Hardware, Storage & Peripherals",False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HPQ,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,HP Inc.,47217.0,Information Technology,"Technology Hardware, Storage & Peripherals",False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HRL,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Hormel Foods,48465.0,Consumer Staples,Packaged Foods & Meats,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HSIC,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Henry Schein,1000228.0,Health Care,Health Care Distributors,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HST,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Host Hotels & Resorts,1070750.0,Real Estate,Hotel & Resort REITs,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HSY,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Hershey Company (The),47111.0,Consumer Staples,Packaged Foods & Meats,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HUM,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Humana,49071.0,Health Care,Managed Health Care,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HWM,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Howmet Aerospace,4281.0,Industrials,Aerospace & Defense,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
IBKR,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Interactive Brokers,1381197.0,Financials,Investment Banking & Brokerage,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
IBM,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,IBM,51143.0,Information Technology,IT Consulting & Other Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
ICE,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Intercontinental Exchange,1571949.0,Financials,Financial Exchanges & Data,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
IDXX,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Idexx Laboratories,874716.0,Health Care,Health Care Equipment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
IEX,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,IDEX Corporation,832101.0,Industrials,Industrial Machinery & Supplies & Components,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
IFF,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,International Flavors & Fragrances,51253.0,Materials,Specialty Chemicals,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
INCY,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Incyte,879169.0,Health Care,Biotechnology,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
INTC,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Intel,50863.0,Information Technology,Semiconductors,True,False,SEPARATE_CALIBRATION_REQUIRED
INTU,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Intuit,896878.0,Information Technology,Application Software,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
INVH,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Invitation Homes,1687229.0,Real Estate,Single-Family Residential REITs,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
IP,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,International Paper,51434.0,Materials,Paper & Plastic Packaging Products & Materials,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
IQV,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,IQVIA,1478242.0,Health Care,Life Sciences Tools & Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
IR,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Ingersoll Rand,1699150.0,Industrials,Industrial Machinery & Supplies & Components,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
IRM,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Iron Mountain,1020569.0,Real Estate,Other Specialized REITs,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
ISRG,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Intuitive Surgical,1035267.0,Health Care,Health Care Equipment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
IT,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Gartner,749251.0,Information Technology,IT Consulting & Other Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
ITW,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Illinois Tool Works,49826.0,Industrials,Industrial Machinery & Supplies & Components,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
IVZ,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Invesco,914208.0,Financials,Asset Management & Custody Banks,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
IWM,BROAD_MARKET_ETF,MARKET_ETF,INDEPENDENT_CURRENT_CONSTITUENTS|PRIMARY,,,,,False,,SEPARATE_BASELINE_ONLY
J,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Jacobs Solutions,52988.0,Industrials,Construction & Engineering,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
JBHT,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,J.B. Hunt,728535.0,Industrials,Cargo Ground Transportation,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
JBL,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Jabil,898293.0,Information Technology,Electronic Manufacturing Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
JCI,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Johnson Controls,833444.0,Industrials,Building Products,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
JKHY,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Jack Henry & Associates,779152.0,Financials,Transaction & Payment Processing Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
JNJ,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Johnson & Johnson,200406.0,Health Care,Pharmaceuticals,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
JPM,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,JPMorgan Chase,19617.0,Financials,Diversified Banks,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
KDP,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Keurig Dr Pepper,1418135.0,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
KEY,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,KeyCorp,91576.0,Financials,Regional Banks,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
KEYS,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Keysight Technologies,1601046.0,Information Technology,Electronic Equipment & Instruments,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
KHC,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Kraft Heinz,1637459.0,Consumer Staples,Packaged Foods & Meats,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
KIM,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Kimco Realty,879101.0,Real Estate,Retail REITs,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
KKR,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,KKR & Co.,1404912.0,Financials,Asset Management & Custody Banks,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
KLAC,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,KLA Corporation,319201.0,Information Technology,Semiconductor Materials & Equipment,True,False,SEPARATE_CALIBRATION_REQUIRED
KMB,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Kimberly-Clark,55785.0,Consumer Staples,Household Products,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
KMI,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Kinder Morgan,1506307.0,Energy,Oil & Gas Storage & Transportation,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
KO,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Coca-Cola Company (The),21344.0,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
KR,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Kroger,56873.0,Consumer Staples,Food Retail,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
KVUE,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Kenvue,1944048.0,Consumer Staples,Personal Care Products,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
L,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Loews Corporation,60086.0,Financials,Multi-line Insurance,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LABU,LEVERAGED_OR_INVERSE_ETP,ETP,,,,,,False,,EXCLUDED_FROM_EQUITY_ACTION_MODEL
LDOS,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Leidos,1336920.0,Industrials,Diversified Support Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LEN,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Lennar,920760.0,Consumer Discretionary,Homebuilding,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LH,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Labcorp,920148.0,Health Care,Health Care Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LHX,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,L3Harris,202058.0,Industrials,Aerospace & Defense,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LII,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Lennox International,1069202.0,Industrials,Building Products,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LIN,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Linde plc,1707925.0,Materials,Industrial Gases,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LITE,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Lumentum,1633978.0,Information Technology,Communications Equipment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LLY,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Lilly (Eli),59478.0,Health Care,Pharmaceuticals,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LMT,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Lockheed Martin,936468.0,Industrials,Aerospace & Defense,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LNT,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Alliant Energy,352541.0,Utilities,Electric Utilities,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LOW,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Lowe's,60667.0,Consumer Discretionary,Home Improvement Retail,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LRCX,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Lam Research,707549.0,Information Technology,Semiconductor Materials & Equipment,True,False,SEPARATE_CALIBRATION_REQUIRED
LULU,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Lululemon Athletica,1397187.0,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LUV,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Southwest Airlines,92380.0,Industrials,Passenger Airlines,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LVS,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Las Vegas Sands,1300514.0,Consumer Discretionary,Casinos & Gaming,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LYB,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,LyondellBasell,1489393.0,Materials,Specialty Chemicals,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
LYV,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Live Nation Entertainment,1335258.0,Communication Services,Movies & Entertainment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MA,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Mastercard,1141391.0,Financials,Transaction & Payment Processing Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MAA,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Mid-America Apartment Communities,912595.0,Real Estate,Multi-Family Residential REITs,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MAR,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Marriott International,1048286.0,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MAS,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Masco,62996.0,Industrials,Building Products,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MCD,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,McDonald's,63908.0,Consumer Discretionary,Restaurants,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MCHP,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Microchip Technology,827054.0,Information Technology,Semiconductors,True,False,SEPARATE_CALIBRATION_REQUIRED
MCK,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,McKesson Corporation,927653.0,Health Care,Health Care Distributors,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MCO,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Moody's Corporation,1059556.0,Financials,Financial Exchanges & Data,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MDLZ,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Mondelez International,1103982.0,Consumer Staples,Packaged Foods & Meats,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MDT,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Medtronic,1613103.0,Health Care,Health Care Equipment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MET,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,MetLife,1099219.0,Financials,Life & Health Insurance,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
META,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Meta Platforms,1326801.0,Communication Services,Interactive Media & Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MGM,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,MGM Resorts,789570.0,Consumer Discretionary,Casinos & Gaming,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MKC,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,McCormick & Company,63754.0,Consumer Staples,Packaged Foods & Meats,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MLM,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Martin Marietta Materials,916076.0,Materials,Construction Materials,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MMM,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,3M,66740.0,Industrials,Industrial Conglomerates,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MNST,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Monster Beverage,865752.0,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MO,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Altria,764180.0,Consumer Staples,Tobacco,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MOS,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Mosaic Company (The),1285785.0,Materials,Fertilizers & Agricultural Chemicals,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MPC,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Marathon Petroleum,1510295.0,Energy,Oil & Gas Refining & Marketing,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MPWR,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Monolithic Power Systems,1280452.0,Information Technology,Semiconductors,True,False,SEPARATE_CALIBRATION_REQUIRED
MRK,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Merck & Co.,310158.0,Health Care,Pharmaceuticals,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MRNA,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Moderna,1682852.0,Health Care,Biotechnology,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MRSH,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Marsh McLennan,62709.0,Financials,Insurance Brokers,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MRVL,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Marvell Technology,1835632.0,Information Technology,Semiconductors,True,False,SEPARATE_CALIBRATION_REQUIRED
MS,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Morgan Stanley,895421.0,Financials,Investment Banking & Brokerage,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MSCI,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,MSCI Inc.,1408198.0,Financials,Financial Exchanges & Data,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MSFT,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Microsoft,789019.0,Information Technology,Systems Software,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MSI,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Motorola Solutions,68505.0,Information Technology,Communications Equipment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MTB,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,M&T Bank,36270.0,Financials,Regional Banks,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MTD,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Mettler Toledo,1037646.0,Health Care,Life Sciences Tools & Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
MU,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Micron Technology,723125.0,Information Technology,Semiconductors,True,False,SEPARATE_CALIBRATION_REQUIRED
NCLH,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Norwegian Cruise Line Holdings,1513761.0,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
NDAQ,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,"Nasdaq, Inc.",1120193.0,Financials,Financial Exchanges & Data,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
NDSN,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Nordson Corporation,72331.0,Industrials,Industrial Machinery & Supplies & Components,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
NEE,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,NextEra Energy,753308.0,Utilities,Multi-Utilities,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
NEM,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Newmont,1164727.0,Materials,Gold,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
NFLX,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Netflix,1065280.0,Communication Services,Movies & Entertainment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
NI,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,NiSource,1111711.0,Utilities,Multi-Utilities,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
NKE,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,"Nike, Inc.",320187.0,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
NOC,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Northrop Grumman,1133421.0,Industrials,Aerospace & Defense,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
NOW,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,ServiceNow,1373715.0,Information Technology,Systems Software,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
NRG,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,NRG Energy,1013871.0,Utilities,Independent Power Producers & Energy Traders,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
