ticker,universe_role,signal_date,outcome_end,fold_id,success_label,first_boundary,terminal_path,maximum_favorable_excursion,maximum_adverse_excursion,terminal_return,stress_constrained_sleeve_share_delta_rate,stress_constrained_time_to_reentry_sessions,future_fields_are_labels_only
ISRG,INDEPENDENT_CURRENT_CONSTITUENTS,2018-08-31,2019-03-06,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.026321409990446964,-0.22341073689191893,-0.041946437596472874,0.2736340140479589,78.0,True
ISRG,INDEPENDENT_CURRENT_CONSTITUENTS,2018-09-14,2019-03-19,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.01122526114195388,-0.23483357869946764,-0.009923313644893406,0.2917474770943409,69.0,True
ISRG,INDEPENDENT_CURRENT_CONSTITUENTS,2020-12-18,2021-06-22,F05,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.14303813888775352,-0.13203815480532932,0.14303813888775352,0.1075822764212082,52.0,True
ISRG,INDEPENDENT_CURRENT_CONSTITUENTS,2021-10-29,2022-05-02,F06,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.011879401993162952,-0.34829561956456534,-0.3335917801495314,0.5200263261596683,123.0,True
IT,INDEPENDENT_CURRENT_CONSTITUENTS,2018-01-26,2018-07-27,F02,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,-0.0082313086037622,-0.20212463642377076,-0.04108622713276866,0.2433225165123131,23.0,True
IT,INDEPENDENT_CURRENT_CONSTITUENTS,2018-09-21,2019-03-26,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.009782285454875916,-0.22335121484625287,-0.0656989826675094,0.2693554612934254,64.0,True
IT,INDEPENDENT_CURRENT_CONSTITUENTS,2020-12-25,2021-06-28,F05,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.5252473644725961,-0.04444306172999435,0.5152870684933077,0.0,,True
IT,INDEPENDENT_CURRENT_CONSTITUENTS,2024-11-08,2025-05-14,F09,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.00803793058800606,-0.3103763551823473,-0.18505665653017467,0.4657487899546453,101.0,True
ITW,INDEPENDENT_CURRENT_CONSTITUENTS,2017-01-27,2017-07-28,F01,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.17117907008149835,-0.015365459672850745,0.10330351265442062,0.0,,True
ITW,INDEPENDENT_CURRENT_CONSTITUENTS,2018-01-12,2018-07-16,F02,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.04902647287095907,-0.17890975623016336,-0.15946972479621924,0.2271180400252259,116.0,True
ITW,INDEPENDENT_CURRENT_CONSTITUENTS,2020-01-03,2020-07-06,F04,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.06080061280163318,-0.3406845255010228,0.005779239484463572,0.4477402856204073,53.0,True
ITW,INDEPENDENT_CURRENT_CONSTITUENTS,2023-01-13,2023-07-18,F07,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.10280473831267667,-0.05705158757257034,0.10280473831267667,0.0344656577111881,89.0,True
IVZ,INDEPENDENT_CURRENT_CONSTITUENTS,2016-12-09,2017-06-13,F01,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.07063355948590622,-0.11802404626123064,0.07063355948590622,0.1178345850016726,33.0,True
IVZ,INDEPENDENT_CURRENT_CONSTITUENTS,2017-08-04,2018-02-05,F02,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.12966571272093996,-0.07542324932870181,-0.02419259343033886,0.0778182626305525,23.0,True
IVZ,INDEPENDENT_CURRENT_CONSTITUENTS,2020-10-09,2021-04-13,F05,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,1.0731053409578188,0.0,1.0110130704245517,0.0,,True
IVZ,INDEPENDENT_CURRENT_CONSTITUENTS,2025-01-24,2025-07-28,F09,NO_ECONOMIC_EDGE,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.2680340452779326,-0.30365111878078477,0.26047574004694507,0.0,,True
J,INDEPENDENT_CURRENT_CONSTITUENTS,2016-09-30,2017-04-03,F01,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.20204968271770896,-0.04775749706856136,0.05980133490673589,0.0,,True
J,INDEPENDENT_CURRENT_CONSTITUENTS,2017-10-20,2018-04-24,F02,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.2079226816816515,-0.0530219722672437,0.006963105854709939,0.0,,True
J,INDEPENDENT_CURRENT_CONSTITUENTS,2017-11-24,2018-05-29,F02,NO_ECONOMIC_EDGE,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.12261034680056726,-0.11990448706073398,0.004894840681840318,0.0,,True
J,INDEPENDENT_CURRENT_CONSTITUENTS,2018-09-14,2019-03-19,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.06991294464741826,-0.2696246952956921,-0.022459641990551393,0.3477821764833662,68.0,True
J,INDEPENDENT_CURRENT_CONSTITUENTS,2019-09-13,2020-03-16,F04,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.14318916864538167,-0.1318762146233592,-0.1318762146233592,0.0655622499046257,59.0,True
J,INDEPENDENT_CURRENT_CONSTITUENTS,2021-01-08,2021-07-12,F05,ECONOMIC_REBUY_OPPORTUNITY,UPSIDE_CONTINUATION,CONTINUATION,0.2673266935714498,-0.11064122705432888,0.19786247973050042,0.0915119623996836,14.0,True
J,INDEPENDENT_CURRENT_CONSTITUENTS,2024-10-04,2025-04-08,F09,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.06795182759595586,-0.2052927245977333,-0.2052927245977333,0.2605327318714436,124.0,True
JBHT,INDEPENDENT_CURRENT_CONSTITUENTS,2016-11-11,2017-05-16,F01,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.12918322279402372,-0.03788250005705451,-0.036649973136454794,0.0,,True
JBHT,INDEPENDENT_CURRENT_CONSTITUENTS,2017-09-22,2018-03-26,F02,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.19075912105950144,-0.03886498432151797,0.14124345268520822,0.0,,True
JBHT,INDEPENDENT_CURRENT_CONSTITUENTS,2017-10-20,2018-04-24,F02,ECONOMIC_REBUY_OPPORTUNITY,UPSIDE_CONTINUATION,CONTINUATION,0.1814855354930185,-0.04616081895526947,0.11567815660623681,0.0608817808204966,20.0,True
JBHT,INDEPENDENT_CURRENT_CONSTITUENTS,2019-12-20,2020-06-23,F04,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.0506877492891058,-0.35262214635261635,0.03208709866245685,0.5025260364431856,57.0,True
JBHT,INDEPENDENT_CURRENT_CONSTITUENTS,2020-08-07,2021-02-08,F05,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.12009211926134022,-0.1045234967592451,0.07855116097358361,0.1169275979844255,58.0,True
JBHT,INDEPENDENT_CURRENT_CONSTITUENTS,2020-09-11,2021-03-15,F05,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,TRADABLE_PULLBACK,0.2101023824955015,-0.09902319971153262,0.1999211046637508,0.1136582644570636,34.0,True
JBHT,INDEPENDENT_CURRENT_CONSTITUENTS,2024-11-08,2025-05-14,F09,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.026336300490543918,-0.3491098318262329,-0.22577398782774283,0.5131169052773008,107.0,True
JBL,INDEPENDENT_CURRENT_CONSTITUENTS,2016-09-16,2017-03-20,F01,ECONOMIC_REBUY_OPPORTUNITY,UPSIDE_CONTINUATION,CONTINUATION,0.29578742753902043,-0.09030232748843425,0.29578742753902043,0.1010458038589821,34.0,True
JBL,INDEPENDENT_CURRENT_CONSTITUENTS,2016-10-07,2017-04-10,F01,ECONOMIC_REBUY_OPPORTUNITY,UPSIDE_CONTINUATION,CONTINUATION,0.3434431825061468,-0.061065228948007255,0.32633794925843396,0.0444916600146643,29.0,True
JBL,INDEPENDENT_CURRENT_CONSTITUENTS,2020-10-09,2021-04-13,F05,ECONOMIC_REBUY_OPPORTUNITY,UPSIDE_CONTINUATION,CONTINUATION,0.485476687103386,-0.13087696802755777,0.47526242533731144,0.1547453030729924,13.0,True
JBL,INDEPENDENT_CURRENT_CONSTITUENTS,2021-01-22,2021-07-23,F05,ECONOMIC_REBUY_OPPORTUNITY,UPSIDE_CONTINUATION,CONTINUATION,0.2954001189416797,-0.08513916599462035,0.2634479120265234,0.0732256383500402,5.0,True
JBL,INDEPENDENT_CURRENT_CONSTITUENTS,2025-01-24,2025-07-28,F09,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.3233028861371128,-0.325361250639291,0.29812456734022974,0.4680938426808554,49.0,True
JCI,INDEPENDENT_CURRENT_CONSTITUENTS,2020-09-11,2021-03-15,F05,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.5128652649949663,-0.03167750314944606,0.5128652649949663,0.0,,True
JKHY,INDEPENDENT_CURRENT_CONSTITUENTS,2018-08-24,2019-02-27,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.030084759764591018,-0.23219401415050722,-0.15755051148144117,0.2876557538874842,83.0,True
JKHY,INDEPENDENT_CURRENT_CONSTITUENTS,2022-08-05,2023-02-06,F07,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,-0.0006633668533838621,-0.18060055882767945,-0.15381468361697093,0.2408519135222855,66.0,True
JNJ,PRIMARY,2018-11-09,2019-05-15,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.023678492115460914,-0.14942739677731476,-0.045716080606488685,0.1591928623875957,29.0,True
JNJ,PRIMARY,2018-11-30,2019-06-05,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.006398875396784298,-0.16378499898181365,-0.07286011286250182,0.171240977842527,15.0,True
JNJ,PRIMARY,2020-01-17,2020-07-20,F04,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.04914921068073075,-0.25019315338069215,0.016273842603970134,0.2530658305682958,43.0,True
JNJ,PRIMARY,2021-08-20,2022-02-18,F06,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,-0.004316751740544578,-0.12012920479370714,-0.07228670496402978,0.1224536548045922,36.0,True
JNJ,PRIMARY,2024-08-30,2025-03-05,F09,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.024791856419278835,-0.1366220226053283,0.011559353958435326,0.1544768352258327,89.0,True
JNJ,PRIMARY,2024-10-18,2025-04-23,F09,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.031969072483560845,-0.13275282415863177,-0.04384406193064294,0.1534986797584361,55.0,True
JPM,PRIMARY,2016-09-02,2017-03-07,F01,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.4046833219881971,-0.02726347528086759,0.3718173700882419,0.0,,True
JPM,PRIMARY,2016-09-23,2017-03-27,F01,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.40969650024113546,-0.023791873165838195,0.31390962462060923,0.0,,True
JPM,PRIMARY,2017-10-20,2018-04-24,F02,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.1997657080019244,-0.022510529792461043,0.1209727566859502,0.0,,True
JPM,PRIMARY,2017-12-01,2018-06-05,F02,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.139313786993996,-0.0016223301174213,0.039712715623085426,0.0,,True
JPM,PRIMARY,2018-01-12,2018-07-16,F02,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,TRADABLE_PULLBACK,0.05414033293013887,-0.07904910889165029,-0.00821222069562555,0.0626294364165116,114.0,True
JPM,PRIMARY,2019-11-22,2020-05-27,F04,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.07875206595930906,-0.3918695988108605,-0.21185924211623886,0.587826026617692,78.0,True
JPM,PRIMARY,2021-01-08,2021-07-12,F05,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.2308504867863137,-0.05999124365222941,0.1751683230934875,0.0,,True
JPM,PRIMARY,2023-01-13,2023-07-18,F07,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.09033985385134047,-0.12656456442399722,0.09033985385134047,0.115858015428006,47.0,True
JPM,PRIMARY,2023-01-27,2023-07-31,F07,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.14262829171005298,-0.10982034694181497,0.14233913840699075,0.1005235167933198,38.0,True
JPM,PRIMARY,2024-01-26,2024-07-29,F08,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.2731816957800297,0.0026119455838766736,0.23784005844616662,0.0,,True
JPM,PRIMARY,2025-01-17,2025-07-22,F09,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.15472309006031892,-0.1836115023855689,0.13689506739482504,0.2473874151448256,53.0,True
KDP,INDEPENDENT_CURRENT_CONSTITUENTS,2022-01-14,2022-07-19,F06,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,-0.010183196166441144,-0.12169008869613096,-0.061739947966698794,0.1285903788431242,106.0,True
KEY,INDEPENDENT_CURRENT_CONSTITUENTS,2016-10-07,2017-04-10,F01,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.5411305457664399,-0.0291796959632179,0.3779426627181761,0.0,,True
KEY,INDEPENDENT_CURRENT_CONSTITUENTS,2016-10-28,2017-05-02,F01,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.3888792549307363,-0.008528964242257353,0.32574839322298277,0.0,,True
KEY,INDEPENDENT_CURRENT_CONSTITUENTS,2018-01-26,2018-07-27,F02,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.01976486487109308,-0.13124319567220621,-0.014966626499024804,0.1471096634570114,56.0,True
KEY,INDEPENDENT_CURRENT_CONSTITUENTS,2019-12-06,2020-06-09,F04,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.03763980486556173,-0.5801940011539863,-0.22703418481304172,1.4174693449329023,69.0,True
KEY,INDEPENDENT_CURRENT_CONSTITUENTS,2020-01-17,2020-07-20,F04,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.021950144236359215,-0.5786939302267449,-0.39892887114962694,1.4026691523447663,41.0,True
KEY,INDEPENDENT_CURRENT_CONSTITUENTS,2021-10-15,2022-04-18,F06,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.18340472704297173,-0.09572825295983223,-0.08292359705810726,0.0,,True
KEY,INDEPENDENT_CURRENT_CONSTITUENTS,2022-01-07,2022-07-12,F06,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.025047294830271127,-0.34339994824980014,-0.331426607623557,0.5350096639732775,118.0,True
KEY,INDEPENDENT_CURRENT_CONSTITUENTS,2023-12-22,2024-06-26,F08,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.12250504367970372,-0.07627708405831524,-0.025559603323724533,0.0409684096494991,14.0,True
KIM,INDEPENDENT_CURRENT_CONSTITUENTS,2018-08-03,2019-02-05,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.05697439574020713,-0.14842445899331957,0.05697439574020713,0.1620426503684768,98.0,True
KIM,INDEPENDENT_CURRENT_CONSTITUENTS,2018-08-17,2019-02-20,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.0875949180316713,-0.14341212443255857,0.07112524017045652,0.1593228787797753,88.0,True
KKR,INDEPENDENT_CURRENT_CONSTITUENTS,2016-11-18,2017-05-23,F01,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.2542193903808547,-0.009090756534844258,0.23636798609025367,0.0,,True
KKR,INDEPENDENT_CURRENT_CONSTITUENTS,2016-12-09,2017-06-13,F01,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.13587327313397712,-0.10157664606815531,0.13587327313397712,0.0932261823700013,13.0,True
KKR,INDEPENDENT_CURRENT_CONSTITUENTS,2018-09-21,2019-03-26,F03,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.0,-0.33537956588475026,-0.15257165350278723,0.4880370391984192,64.0,True
KKR,INDEPENDENT_CURRENT_CONSTITUENTS,2020-01-17,2020-07-20,F04,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.13244612494330354,-0.4048429801217912,0.13244612494330354,0.6879834179831856,43.0,True
KKR,INDEPENDENT_CURRENT_CONSTITUENTS,2023-11-24,2024-05-28,F08,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.5612781331383052,-0.0020230799143858835,0.5289417801651599,0.0,,True
KKR,INDEPENDENT_CURRENT_CONSTITUENTS,2024-09-20,2025-03-25,F09,NO_ECONOMIC_EDGE,UPSIDE_CONTINUATION,LARGE_PULLBACK,0.25559412284695937,-0.18603910121059597,-0.08061621608999803,0.0,,True
KKR,INDEPENDENT_CURRENT_CONSTITUENTS,2025-01-24,2025-07-28,F09,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.009303496895853636,-0.438731868672254,-0.07823100560132057,0.780072848115444,49.0,True
KLAC,INDEPENDENT_CURRENT_CONSTITUENTS,2016-08-05,2017-02-06,F01,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.14500108559895208,-0.1282159008764553,0.13728862923905116,0.1381006692677175,13.0,True
KLAC,INDEPENDENT_CURRENT_CONSTITUENTS,2019-08-30,2020-03-03,F04,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.24038512932967704,0.005497063431722182,0.050149465908950974,0.0,,True
KLAC,INDEPENDENT_CURRENT_CONSTITUENTS,2020-01-17,2020-07-20,F04,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.15544657446850985,-0.35890431459408245,0.14697193052142055,0.5355484393632395,43.0,True
KLAC,INDEPENDENT_CURRENT_CONSTITUENTS,2020-08-14,2021-02-16,F05,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.6003311294640388,-0.18708298114952981,0.6003311294640388,0.2106299574640158,18.0,True
KLAC,INDEPENDENT_CURRENT_CONSTITUENTS,2021-01-08,2021-07-12,F05,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.25732782153012157,-0.02963248445302047,0.11531801128058539,0.0,,True
KLAC,INDEPENDENT_CURRENT_CONSTITUENTS,2023-09-01,2024-03-05,F08,ECONOMIC_REBUY_OPPORTUNITY,UPSIDE_CONTINUATION,CONTINUATION,0.42279498060367415,-0.12200693207228064,0.39912843002101517,0.1321892478610962,17.0,True
KLAC,INDEPENDENT_CURRENT_CONSTITUENTS,2023-11-10,2024-05-14,F08,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.3758506735806515,-0.01123065830139014,0.3758506735806515,0.0,,True
KLAC,INDEPENDENT_CURRENT_CONSTITUENTS,2024-01-19,2024-07-22,F08,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.46193725395497,-0.030914024376144766,0.3262201944526555,0.0,,True
KMB,INDEPENDENT_CURRENT_CONSTITUENTS,2019-09-27,2020-03-30,F04,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.05145031369325315,-0.1974459167549888,-0.053923622858953024,0.1922148667272007,121.0,True
KMB,INDEPENDENT_CURRENT_CONSTITUENTS,2020-01-17,2020-07-20,F04,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.02595191641553818,-0.2169084083106323,0.0022233586024045238,0.226489900942892,44.0,True
KMB,INDEPENDENT_CURRENT_CONSTITUENTS,2022-01-07,2022-07-12,F06,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.007190852148440063,-0.17497122242850716,-0.04187464673185681,0.1993795930663553,43.0,True
KMB,INDEPENDENT_CURRENT_CONSTITUENTS,2022-12-02,2023-06-06,F07,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,TRADABLE_PULLBACK,0.08064590721479559,-0.09682872613164784,0.0012104390554212863,0.0841797585192072,63.0,True
KMI,INDEPENDENT_CURRENT_CONSTITUENTS,2016-08-19,2017-02-21,F01,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.04161473493433876,-0.11004537574607787,-0.00152083997187058,0.1016177245921707,52.0,True
KMI,INDEPENDENT_CURRENT_CONSTITUENTS,2016-09-30,2017-04-03,F01,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.0033367334601370757,-0.14275006326311035,-0.05570881946879491,0.1591234752244683,23.0,True
KMI,INDEPENDENT_CURRENT_CONSTITUENTS,2018-10-05,2019-04-09,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.1574077370609841,-0.17547430167068667,0.1273670413711261,0.190265205800997,54.0,True
KMI,INDEPENDENT_CURRENT_CONSTITUENTS,2025-01-03,2025-07-09,F09,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.10435085279048595,-0.09879702907615306,0.004607572588676945,0.0,,True
KO,PRIMARY,2018-11-02,2019-05-08,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,TRADABLE_PULLBACK,0.05830283219553567,-0.0615963291894539,0.01352894868685195,0.0603414601391518,76.0,True
KO,PRIMARY,2019-08-16,2020-02-18,F04,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.11816564250617989,-0.04267480762597409,0.11033199196050392,0.0,,True
KO,PRIMARY,2020-01-17,2020-07-20,F04,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.05602375754401634,-0.33457306999208525,-0.17549802128837966,0.4438244752275859,43.0,True
KO,PRIMARY,2022-01-07,2022-07-12,F06,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.10586463394019896,-0.040610098401421824,0.05430070619893668,0.0,,True
KR,INDEPENDENT_CURRENT_CONSTITUENTS,2018-08-03,2019-02-05,F03,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.09299115077943876,-0.10307586137125835,-0.045753626833352046,0.1062393161552399,49.0,True
KR,INDEPENDENT_CURRENT_CONSTITUENTS,2018-11-02,2019-05-08,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.04043764794077109,-0.20776698698093454,-0.15423776875983986,0.2499698251579545,102.0,True
KR,INDEPENDENT_CURRENT_CONSTITUENTS,2019-12-20,2020-06-23,F04,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.18523069542375792,-0.07379306942131203,0.11835150989529564,0.0687605090634151,27.0,True
KR,INDEPENDENT_CURRENT_CONSTITUENTS,2021-08-20,2022-02-18,F06,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.059374641096839875,-0.17788642355358797,-0.019460547308222775,0.2125786313605844,39.0,True
KR,INDEPENDENT_CURRENT_CONSTITUENTS,2022-01-07,2022-07-12,F06,ECONOMIC_REBUY_OPPORTUNITY,UPSIDE_CONTINUATION,UNRESOLVED,0.28743093129225605,-0.09663335781056126,-0.002440501710607279,0.1079750733450117,14.0,True
L,INDEPENDENT_CURRENT_CONSTITUENTS,2016-08-05,2017-02-06,F01,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.16746090832467542,-0.028900162473819546,0.13333894246470868,0.0,,True
L,INDEPENDENT_CURRENT_CONSTITUENTS,2017-08-04,2018-02-05,F02,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,TRADABLE_PULLBACK,0.09074118754192861,-0.08058731019742071,-0.01678225301912495,0.0829033192335153,23.0,True
L,INDEPENDENT_CURRENT_CONSTITUENTS,2017-11-03,2018-05-08,F02,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,TRADABLE_PULLBACK,0.07897425721958862,-0.07058047535790102,0.035252191515665166,0.0550825945978179,65.0,True
L,INDEPENDENT_CURRENT_CONSTITUENTS,2018-01-12,2018-07-16,F02,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.012883729901919105,-0.12751031040440386,-0.05389927572302167,0.1281455937202804,18.0,True
L,INDEPENDENT_CURRENT_CONSTITUENTS,2023-09-22,2024-03-25,F08,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.20773155096873075,-0.04155023293666271,0.19577221321660487,0.0,,True
L,INDEPENDENT_CURRENT_CONSTITUENTS,2023-11-17,2024-05-21,F08,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.17059095105269617,0.007313280820147261,0.1394911421796774,0.0,,True
LDOS,INDEPENDENT_CURRENT_CONSTITUENTS,2016-09-23,2017-03-27,F01,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.28755426092042446,-0.045654523665491276,0.21363769246036268,0.0,,True
LDOS,INDEPENDENT_CURRENT_CONSTITUENTS,2016-11-11,2017-05-16,F01,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.19608100331473155,0.02045198538422066,0.1707948341795984,0.0,,True
LDOS,INDEPENDENT_CURRENT_CONSTITUENTS,2020-01-03,2020-07-06,F04,NO_ECONOMIC_EDGE,UPSIDE_CONTINUATION,LARGE_PULLBACK,0.23864070548005256,-0.28516514143139293,-0.10430540973037294,0.0,,True
